40   7.00   9.00   2.50    0.210     -8.28     -8.75    -19.32
40   7.00  15.00   3.50    0.021    -18.56    -22.56      -Inf
40   7.00  15.00   3.50    0.042    -13.93    -17.42    -31.17
40   7.00  15.00   3.50    0.063    -12.04    -14.93    -26.09
40   7.00  15.00   3.50    0.084    -10.92    -13.28    -23.14
40   7.00  15.00   3.50    0.126     -9.36    -10.97    -19.94
40   7.00  15.00   3.50    0.168     -7.64     -8.98    -18.59
40   7.00  15.00   3.50    0.210     -6.48     -7.62    -17.79
40   7.00  22.00   4.00    0.021    -17.47    -22.09      -Inf
40   7.00  22.00   4.00    0.042    -12.82    -16.88    -29.94
40   7.00  22.00   4.00    0.063    -10.92    -14.34    -24.85
40   7.00  22.00   4.00    0.084     -9.79    -12.64    -21.84
40   7.00  22.00   4.00    0.126     -8.23    -10.27    -18.57
40   7.00  22.00   4.00    0.168     -6.51     -8.28    -17.30
40   7.00  22.00   4.00    0.210     -5.34     -6.90    -16.66
40   7.00  30.00   4.50    0.021    -16.70    -21.76      -Inf
40   7.00  30.00   4.50    0.042    -12.04    -16.50    -29.07
40   7.00  30.00   4.50    0.063    -10.13    -13.90    -23.93
40   7.00  30.00   4.50    0.084     -8.98    -12.16    -20.84
40   7.00  30.00   4.50    0.126     -7.42     -9.75    -17.57
40   7.00  30.00   4.50    0.168     -5.71     -7.78    -16.34
40   7.00  30.00   4.50    0.210     -4.52     -6.36    -15.78
40  10.00   3.00   1.00    0.021    -26.37    -27.23      -Inf
40  10.00   3.00   1.00    0.042    -22.30    -23.10    -38.05
40  10.00   3.00   1.00    0.063    -20.20    -20.99    -33.63
40  10.00   3.00   1.00    0.084    -18.68    -19.51    -30.68
40  10.00   3.00   1.00    0.126    -16.33    -17.25    -26.77
40  10.00   3.00   1.00    0.168    -14.28    -15.28    -24.27
40  10.00   3.00   1.00    0.210    -13.41    -13.15    -22.93
40  10.00   5.50   2.00    0.021    -22.77    -24.48      -Inf
40  10.00   5.50   2.00    0.042    -18.84    -20.34    -36.04
40  10.00   5.50   2.00    0.063    -16.97    -18.20    -31.60
40  10.00   5.50   2.00    0.084    -15.72    -16.67    -28.78
40  10.00   5.50   2.00    0.126    -13.78    -14.30    -25.34
40  10.00   5.50   2.00    0.168    -11.89    -12.22    -23.42
40  10.00   5.50   2.00    0.210    -10.90    -10.75    -21.92
40  10.00   9.00   2.50    0.021    -20.53    -23.51      -Inf
40  10.00   9.00   2.50    0.042    -16.64    -19.28    -34.18
40  10.00   9.00   2.50    0.063    -14.84    -17.09    -29.61
40  10.00   9.00   2.50    0.084    -13.67    -15.52    -26.77
40  10.00   9.00   2.50    0.126    -11.86    -13.11    -23.57
40  10.00   9.00   2.50    0.168     -9.96    -10.99    -21.90
40  10.00   9.00   2.50    0.210     -8.89     -9.61    -20.63
40  10.00  15.00   3.50    0.021    -18.68    -22.68      -Inf
40  10.00  15.00   3.50    0.042    -14.79    -18.37    -32.30
40  10.00  15.00   3.50    0.063    -13.00    -16.09    -27.63
40  10.00  15.00   3.50    0.084    -11.88    -14.49    -24.84
40  10.00  15.00   3.50    0.126    -10.12    -12.01    -21.64
40  10.00  15.00   3.50    0.168     -8.24     -9.88    -20.12
40  10.00  15.00   3.50    0.210     -7.10     -8.55    -19.05
40  10.00  22.00   4.00    0.021    -17.59    -22.20      -Inf
40  10.00  22.00   4.00    0.042    -13.68    -17.83    -31.04
40  10.00  22.00   4.00    0.063    -11.90    -15.51    -26.39
40  10.00  22.00   4.00    0.084    -10.77    -13.88    -23.55
40  10.00  22.00   4.00    0.126     -9.02    -11.35    -20.29
40  10.00  22.00   4.00    0.168     -7.13     -9.21    -18.85
40  10.00  22.00   4.00    0.210     -5.94     -8.15    -17.98
40  10.00  30.00   4.50    0.021    -16.82    -21.87      -Inf
40  10.00  30.00   4.50    0.042    -12.92    -17.45    -30.17
40  10.00  30.00   4.50    0.063    -11.13    -15.10    -25.48
40  10.00  30.00   4.50    0.084     -9.98    -13.43    -22.58
40  10.00  30.00   4.50    0.126     -8.23    -10.87    -19.31
40  10.00  30.00   4.50    0.168     -6.35     -8.74    -17.92
40  10.00  30.00   4.50    0.210     -5.08     -7.36    -17.11
40  15.00   3.00   1.00    0.021    -27.23    -28.00      -Inf
40  15.00   3.00   1.00    0.042    -23.65    -24.35    -39.93
40  15.00   3.00   1.00    0.063    -21.61    -22.31    -35.79
40  15.00   3.00   1.00    0.084    -20.06    -20.81    -32.90
40  15.00   3.00   1.00    0.126    -17.58    -18.43    -28.96
40  15.00   3.00   1.00    0.168    -15.41    -16.38    -26.36
40  15.00   3.00   1.00    0.210    -14.23    -14.07    -24.49
40  15.00   5.50   2.00    0.021    -23.56    -25.32      -Inf
40  15.00   5.50   2.00    0.042    -20.09    -21.68    -37.92
40  15.00   5.50   2.00    0.063    -18.25    -19.62    -33.76
40  15.00   5.50   2.00    0.084    -16.94    -18.06    -31.01
40  15.00   5.50   2.00    0.126    -14.84    -15.53    -27.43
40  15.00   5.50   2.00    0.168    -12.87    -13.35    -25.23
40  15.00   5.50   2.00    0.210    -11.64    -11.60    -23.32
40  15.00   9.00   2.50    0.021    -21.33    -24.33      -Inf
40  15.00   9.00   2.50    0.042    -17.91    -20.65    -36.06
40  15.00   9.00   2.50    0.063    -16.13    -18.54    -31.83
40  15.00   9.00   2.50    0.084    -14.88    -16.94    -28.99
40  15.00   9.00   2.50    0.126    -12.89    -14.38    -25.59
40  15.00   9.00   2.50    0.168    -10.92    -12.18    -23.59
40  15.00   9.00   2.50    0.210     -9.49    -10.60    -22.20
40  15.00  15.00   3.50    0.021    -19.48    -23.50      -Inf
40  15.00  15.00   3.50    0.042    -16.08    -19.75    -34.22
40  15.00  15.00   3.50    0.063    -14.31    -17.58    -29.84
40  15.00  15.00   3.50    0.084    -13.11    -15.96    -27.05
40  15.00  15.00   3.50    0.126    -11.17    -13.34    -23.67
40  15.00  15.00   3.50    0.168     -9.19    -11.11    -21.78
40  15.00  15.00   3.50    0.210     -7.82     -9.49    -20.39
40  15.00  22.00   4.00    0.021    -18.39    -23.02      -Inf
40  15.00  22.00   4.00    0.042    -14.97    -19.23    -32.97
40  15.00  22.00   4.00    0.063    -13.23    -17.03    -28.58
40  15.00  22.00   4.00    0.084    -12.03    -15.39    -25.77
40  15.00  22.00   4.00    0.126    -10.09    -12.71    -22.34
40  15.00  22.00   4.00    0.168     -8.11    -10.47    -20.51
40  15.00  22.00   4.00    0.210     -6.62     -8.85    -19.27
40  15.00  30.00   4.50    0.021    -17.64    -22.68      -Inf
40  15.00  30.00   4.50    0.042    -14.21    -18.85    -32.07
40  15.00  30.00   4.50    0.063    -12.46    -16.64    -27.68
40  15.00  30.00   4.50    0.084    -11.25    -14.98    -24.83
40  15.00  30.00   4.50    0.126     -9.32    -12.27    -21.37
40  15.00  30.00   4.50    0.168     -7.34    -10.02    -19.59
40  15.00  30.00   4.50    0.210     -5.93     -8.38    -18.42
